-0.91,0.05,0.17,-0.09,-0.12,0.37,-4.34,7.3,-5.9,-70.44,-89.92,-86.39,5
-0.94,0.09,0.22,0.11,-0.13,0.15,-5.77,7.69,-4.52,-51.35,-68.16,-83.63,5
-0.92,0.08,0.15,0.25,-0.2,0.11,-1.46,3.72,1.13,-64.08,-30.33,-106.5,5
-0.98,0.06,0.17,0.48,-0.28,0.12,3.27,7.37,5.24,-64.5,22.84,-136.92,5
-1.07,0.06,0.18,0.45,0.05,0.2,11.42,6.53,5.86,62.13,121.06,-141.13,5
-0.95,0.19,0.1,0.61,0.38,0.28,2.31,9.98,1.82,198.3,149.99,-99.12,5
-0.98,0.15,0.13,0.6,0.74,0.41,-5.58,4.98,6.73,71.11,169.47,-131.81,5
-1.05,0.04,0.1,0.34,0.77,0.58,5.94,6.23,5.34,44.83,187.89,-109.51,5
-1.08,0.08,0.09,-0.14,1.36,1.18,3.47,8.5,-3.43,5.22,202.66,8.66,5
-0.99,0.14,0.1,-0.11,1.04,1.31,-5.57,2.24,-2.02,-99.99,185.47,58.64,5
-1.02,0.09,0.11,-0.19,0.57,1.39,-2.14,0.79,-5.57,-72.46,147,152.56,5
-1.03,0.16,0.1,-0.5,0.17,1.58,-1.5,-4.13,-3.94,-79.79,87.54,193.92,5
-0.98,0.09,0.08,-0.7,-0.39,1.74,-6.63,-7.69,-4.16,-136.98,-52.57,124.5,5
-1.03,0.07,0.1,-0.65,-0.43,1.6,-11.46,-8.48,-8.39,-104.05,-109.39,91.95,5
-1.04,0.07,0.16,-0.54,-0.33,1.39,-7.17,-11.85,-9.52,-76.88,-156.71,51.28,5
-1.01,0.04,0.18,-0.29,-0.25,1.15,0.4,-16.05,-8.53,-60.63,-170.76,31.92,5
-0.97,0.06,0.19,-0.03,-0.17,0.85,1.59,-16.44,-8.31,-97.53,-137.12,-3.79,5
-0.97,0.07,0.23,0,-0.22,0.7,2.76,-13.04,-5.59,-109.43,-123.92,-29.92,5
-0.96,0.02,0.19,0.09,-0.27,0.51,3.52,-1.37,-0.21,-100.16,-107.55,-65.44,5
-0.94,0.02,0.19,0.11,-0.28,0.34,3.65,7.91,-2.1,-79.47,-88.18,-99.58,5
-0.95,0.04,0.15,0.29,-0.19,0.15,8.5,8.42,1.89,-28.15,-39.32,-126.21,5
-1,0.08,0.17,0.38,-0.12,0.11,8.04,8.2,2.82,-34.11,-5.85,-139.74,5
-0.98,0.12,0.2,0.47,0.29,0.16,1.47,2.94,4.41,-76.07,60.37,-140.34,5
-1.01,0.06,0.18,0.61,0.11,0.09,-6.63,4.52,6.01,-45.27,124.59,-127.1,5
-1.03,0.03,0.11,0.5,0.28,0.42,8.29,10.58,-1.98,21.9,199.48,-103.85,5
-0.99,0.1,0.13,0.32,0.41,0.6,16.47,4.98,-1.12,53.11,218.69,-85.06,5
-0.99,0.15,0.13,0.16,0.71,0.96,9.89,5.79,-3.69,43.76,223.25,-42.66,5
-1.08,0.08,0.12,-0.16,0.78,1.1,2.82,-2.2,0.11,45.53,219.57,23.83,5
-1.07,0,0.1,-0.56,0.72,1.47,0.58,-0.69,-0.21,29.27,178.69,147.05,5
-0.96,0.09,0.1,-0.48,0.62,1.6,4.8,4.03,-2.6,-32.02,136.64,172.21,5
-1.05,0.06,0.11,-0.76,0.24,1.71,3.3,0.23,-2.79,-76.27,74.25,199.18,5
-1.06,0.03,0.08,-0.94,-0.07,1.71,1.02,-8.32,-2.63,-91.56,-12.4,206.47,5
-1.04,0.04,0.15,-0.6,-0.24,1.49,-5.4,-8.95,2.61,-136.73,-137.44,122.87,5
-1.02,0.02,0.13,-0.48,-0.17,1.26,-2.95,-12.56,-0.69,-135.15,-166.49,89.56,5
-0.96,0.05,0.21,-0.41,-0.12,1.1,0.24,-9.08,-4.76,-143.77,-189.66,39.03,5
-1.03,0.09,0.23,-0.16,-0.3,0.8,11.8,-9.64,-1.79,-139.62,-186.21,-6.44,5
-0.97,0.05,0.22,0.01,-0.4,0.6,9.82,-4.83,4.4,-125.22,-159.68,-77.37,5
-0.95,0.03,0.21,0.14,-0.4,0.38,4.57,-3.61,0.08,-115.54,-132.95,-106.63,5
-0.94,0.06,0.17,0.22,-0.31,0.19,2.13,3.73,-1.53,-87.25,-79.89,-134.92,5
-0.95,0.06,0.19,0.29,-0.22,0.05,4.93,5.11,-1.4,-66.53,-22.4,-151.37,5
-0.97,0.1,0.14,0.48,0,0.02,-1.72,2.96,6.09,-17.74,67.54,-151.98,5
-0.98,0.06,0.17,0.54,0.07,0.03,-0.48,5.87,5.33,-14.18,109.8,-154.66,5
-0.99,0.07,0.16,0.5,0.32,0.18,-0.06,6.41,2.35,7.27,170.44,-138.46,5
-0.97,0.11,0.2,0.26,0.56,0.5,1.56,6.12,-0.27,-6.64,209.29,-123.24,5
-0.99,0.08,0.18,-0.11,0.82,1.04,-2.88,3.24,3.55,-30.06,193.02,-62.76,5
-1,0.07,0.11,0.03,0.72,0.93,-7.9,9.22,0.21,19.23,172.56,-7.56,5
-1.04,0.08,0.15,-0.09,0.92,0.96,-9.73,-0.32,2.73,31.76,194.19,64.21,5
-0.99,0.08,0.13,-0.28,0.82,1.1,-16.31,7.69,-5.42,14.77,206.4,130.92,5
-0.94,0.01,0.11,-0.69,0.49,1.42,2.88,2.36,-0.5,-88.16,158.4,199.17,5
-1.04,0.01,0.05,-1,0.12,1.69,9.72,5.87,-2.42,-123.34,115.82,214.97,5
-1,0.13,0.11,-0.87,-0.11,1.79,5.06,8.07,-2.91,-189.44,-42.79,127.26,5
-1.14,0.18,0.15,-0.82,-0.49,1.64,-23.98,-11.97,3.38,-74.94,-170.15,104.41,5
-0.96,-0.01,0.1,-0.39,-0.23,1.06,-5.72,-18.06,-1.27,-117.85,-204.1,60.38,5
-0.96,0,0.13,-0.29,-0.31,1.01,1.3,-15.27,-1.54,-101.59,-187.93,38.38,5
-0.97,0.1,0.2,-0.14,-0.19,0.85,6.73,-2.35,-4.7,-85.62,-166.45,16.31,5
-1,0.11,0.18,0.1,-0.25,0.68,-6.96,-5.6,-5.43,-77.21,-134.98,0.7,5
-0.97,0.06,0.3,0.3,-0.35,0.57,-2.98,-2.67,2.26,-134.89,-87.18,-69.09,5
-0.99,0,0.23,0.26,-0.37,0.45,2.81,-4.53,4.27,-110.1,-72.73,-96.66,5
-0.94,0.03,0.14,0.23,-0.22,0.19,2.5,0.33,2.13,-62.28,-41.44,-115.15,5
-0.93,0.06,0.17,0.1,-0.11,0.11,0.37,6.44,-2.04,-32.7,-3.73,-124.42,5
-0.96,0.07,0.22,0.4,0.04,0.02,-6.73,15.63,4.15,-5.87,93.39,-127.72,5
-1,0.06,0.21,0.42,0.13,0.15,-2.95,13.2,6.37,-10.66,142.05,-134.43,5
-1,0.07,0.19,0.37,0.28,0.34,0.18,-6.5,12.68,6.35,205.67,-120.07,5
-0.94,-0.04,0.07,0.21,0.43,0.7,-4.26,8.63,6.51,31.84,237.45,-95.69,5
-1.03,0.19,0.23,0.06,0.73,1.11,9.47,4.63,-1.97,214.47,228.43,3.65,5
-1.13,0.03,0.07,-0.1,1.14,0.84,9.69,-3.07,1.77,250.13,208.36,41.85,5
-0.92,0.08,0.15,-0.1,1.31,0.88,11.58,-0.3,1.94,119.46,191.88,35.24,5
-0.99,0.1,0.11,-0.4,1.17,1.06,4.87,1.92,1.95,-55.1,203.2,54.89,5
-1.01,0.23,0.17,-0.97,1.1,1.57,-13.24,-0.24,0.42,-150.08,150.1,125.15,5
-1.02,0.09,0.06,-0.96,0.66,1.51,-7.98,7.85,2.91,-170.16,57.6,149.27,5
-0.99,0.12,0.14,-0.96,0.12,1.65,-5.2,1.05,1.94,-156.24,-75.27,140.31,5
-1.05,0.11,0.15,-0.76,0.11,1.47,-6.82,-16.26,3.54,-103.23,-156.42,131.34,5
-1,0.06,0.11,-0.39,0.15,1.16,5.76,-17.35,4.01,-192.21,-142.39,71.24,5
-1.01,0.04,0.16,-0.34,0.07,0.99,7.4,-15.23,-3.8,-193.82,-144.78,32.14,5
-0.99,0.12,0.26,-0.25,0.05,0.81,3.65,-6.99,-6.61,-151.81,-129.18,-2.66,5
