-0.2,0.5,-1,-0.48,0.91,-0.4,250.13,36.51,74.23,74.26,-219.69,-43.85,9
-0.52,0.79,-0.87,-0.41,0.76,-0.47,250.13,81.75,87.75,96.16,-196.76,-50.31,9
-0.73,0.76,-0.57,-0.52,0.78,-0.35,250.13,78.89,112.14,126.96,-204.6,-62.18,9
-0.74,0.53,-0.7,-0.55,0.81,-0.42,240.89,73.45,132.23,163.53,-195.89,-78.91,9
-0.69,0.7,-0.8,-0.68,0.91,-0.4,174.27,99.31,148.9,195.76,-118.6,-127.57,9
-0.69,0.45,-0.59,-0.69,1.1,-0.35,152.7,86.81,142.02,186.17,-82.87,-164.64,9
-0.41,0.53,-1.11,-0.72,1.12,-0.36,106.62,84.15,129.02,153.86,-46.44,-193.09,9
-0.52,0.6,-0.98,-0.88,1.27,-0.42,51.01,74.04,128.73,169.44,-26.39,-186.05,9
-0.55,0.51,-0.98,-1.36,1.61,-1,49.56,21.64,154.85,200.2,-54.29,-79.09,9
-0.31,0.27,-1.48,-1.32,1.44,-1.28,43.04,13.79,169.33,232.16,-96.72,-32.38,9
-0.26,0.38,-1.1,-0.95,1.13,-1.17,62.53,24.79,195.58,250.13,-132.59,-56.5,9
-0.24,-0.07,-1.05,-0.34,0.93,-0.61,25.77,15.76,180.11,250.13,-100.54,-59.21,9
-0.31,0.07,-1.18,-0.42,1.33,0.04,21.04,-19.84,156.26,250.13,20.13,-19.05,9
-0.26,0.22,-1.04,-0.68,1.41,0.21,12.11,-39.48,144.61,175.53,27.83,-16.63,9
-0.18,0.1,-0.98,-0.83,0.99,0.08,21.39,-43.08,150.94,14.02,2.05,8.36,9
-0.12,0.05,-1.05,-0.92,0.42,-0.26,53.91,-46.7,166.6,87.2,-24.55,83.6,9
-0.1,-0.07,-0.86,-0.9,0.34,-0.39,57.34,-49.84,157.08,155.02,-32.67,85.68,9
0.09,-0.07,-0.95,-0.77,0.29,-0.36,45.95,-40.96,152.67,146.99,-51.79,77.39,9
0.07,-0.2,-1.02,-0.73,0.31,-0.33,61.98,-30.26,153.51,156.6,-53.34,81.94,9
-0.07,-0.06,-1.08,-0.82,0.53,-0.25,61.26,-28.46,155.74,152.78,-40.11,91.38,9
-0.24,-0.05,-0.98,-0.82,0.63,-0.13,48.48,-67.8,153.64,85.62,-65.63,93.95,9
-0.33,0.07,-1.17,-0.89,0.77,-0.11,68.84,-63.29,163.27,40.36,-96.76,81.28,9
-0.62,0.24,-1.56,-1.11,1.09,-0.22,121.23,-56.76,190.81,-16.75,-143.93,50.67,9
-0.93,0.28,-0.96,-1.21,1.2,-0.18,93.01,-105.22,156.39,87.5,-203.79,44.01,9
-0.89,0.25,-1.04,-0.7,1.4,0.03,94.36,-145.8,124.34,116.99,-227.98,125.02,9
-0.87,0.26,-0.92,-0.65,1.35,0.06,95.5,-144.42,112.48,62.38,-232.62,131.08,9
-0.97,0.24,-0.69,-0.5,1.36,-0.05,90.68,-147.17,92.27,-26.85,-239.89,131.09,9
-0.81,0.19,-0.5,-0.26,1.12,-0.06,88.11,-153.05,71.37,-36.44,-234.34,156.41,9
-0.56,0.17,-0.28,0.05,0.69,-0.1,82.75,-157.84,45.36,-60.14,-189.26,172.85,9
-0.49,0.19,-0.31,0.2,0.6,-0.14,76.76,-146.85,33.16,-68.88,-165.44,169.72,9
-0.56,0.21,-0.23,0.36,0.55,-0.17,71.24,-116.42,20.34,-91.7,-130.95,157.2,9
-0.72,0.19,-0.1,0.61,0.62,-0.28,53.99,-101.64,18.11,-93.15,-107.54,138.11,9
