-0.97,0.08,0.18,0.47,-0.73,0.46,5.16,-0.06,-0.16,54.2,-34.97,-127.01,1
-0.98,0.1,0.17,0.47,-0.45,0.33,9.44,-1.1,2.26,39.76,-42.24,-152.55,1
-0.97,0.08,0.16,0.59,-0.25,0.22,5.04,2.19,0.47,18.66,-33.37,-165.03,1
-0.99,0.1,0.19,0.72,-0.11,0.22,1.8,-0.06,0.56,25.25,-16.88,-166.76,1
-1.02,0.06,0.16,1.26,0.94,0.34,-8.44,-1.05,1.49,92.65,-14.17,24.55,1
-1.01,0.08,0.14,1.15,0.78,0.24,-9.09,-1.98,-0.22,53.95,-7.78,83.48,1
-0.99,0.09,0.21,0.96,0.49,0.28,-7.37,-3.21,-2.45,-7.27,5.53,118.95,1
-0.98,0.1,0.17,0.85,0.14,0.26,-9.32,-8.91,-1.56,-33.74,-1.98,129.66,1
-0.99,0.05,0.21,0.5,-0.21,0.29,-9.21,-5.54,-1.52,-55.12,27.98,136.34,1
-0.93,0.06,0.22,0.55,-0.38,0.2,-10.64,-3.44,-3.35,-30.01,41.8,144.88,1
-0.96,0.03,0.21,0.32,-0.58,0.38,-6.99,0.26,-1.49,-31.44,56.11,129.29,1
-0.95,0.09,0.23,0.24,-0.88,0.6,-5.63,0.85,0.56,-35.28,54.35,101.77,1
-0.98,0.06,0.22,0.39,-1.41,0.81,-9.79,8.57,4.33,-13.05,-26.34,-9.69,1
-1.01,0.01,0.23,0.53,-0.97,0.59,-6.76,12.08,3.93,65.76,-53.43,-54.97,1
-1,0.01,0.18,0.57,-0.65,0.42,4.6,5.64,1.4,50.81,-70.27,-100.18,1
-1,0.05,0.16,0.52,-0.4,0.22,10.56,2.75,2.17,14.95,-77.83,-129.56,1
-0.99,0.09,0.17,0.63,-0.04,0.08,15.03,-0.84,4.01,-18.4,-35.04,-149.56,1
-0.98,0.15,0.17,0.71,-0.07,0.07,13.66,-0.1,3.65,-69.34,-6.08,-157.66,1
-0.97,0.13,0.22,0.91,-0.02,0.13,1.33,0.85,3.7,-73.11,39.29,-154.25,1
-1,0.01,0.13,0.94,0.3,0.28,3.92,0.98,6.26,-53.04,66.28,-131.89,1
-1.04,0.07,0.09,1.14,0.84,0.55,6.35,-0.13,-1.88,-16.28,36.89,-53.82,1
-1,0.14,0.13,1.31,0.69,0.48,-3.44,0.29,-1.92,29.63,8.56,-2.74,1
-1.01,0.12,0.15,1.25,0.66,0.43,-7.33,-3.27,1.24,65.09,-7.6,65.36,1
-1.01,0.11,0.2,0.99,0.56,0.51,-5.08,-4.83,1.06,26.19,-22.54,101.74,1
-0.94,0.12,0.21,0.69,0.17,0.47,-7.51,-4.64,1.63,15.82,-29.79,140.87,1
-0.92,0.11,0.22,0.6,-0.06,0.44,-10.98,-0.98,1.85,4.25,-23.08,152.6,1
-0.98,0.07,0.22,0.51,-0.21,0.25,-15.43,-0.75,4.27,1.85,4.35,171.5,1
-0.98,0.05,0.22,0.53,-0.38,0.15,-8.8,2.27,3.3,-13.4,24.59,162.5,1
-0.97,0.05,0.19,0.53,-0.94,0.39,4.37,4.58,4.89,-26.34,46.44,112.79,1
-0.96,0.06,0.16,0.45,-1.21,0.54,4.27,6.78,1.19,-43.32,38.44,60.5,1
-1,0.09,0.23,0.42,-1.34,0.58,2.44,7.64,-1.88,-63.38,11.77,-43.17,1
-1.01,0.1,0.22,0.41,-1.06,0.45,1.05,0.92,-4.12,-10.7,-9.75,-128.66,1
-0.98,0.07,0.18,0.43,-0.42,0.19,13.44,-2.85,-0.64,100.27,-33.98,-174.43,1
-0.97,0.1,0.18,0.59,-0.06,0.14,14.88,-2.26,-0.05,66.82,-32.45,-173.85,1
-0.98,0.13,0.18,0.75,0.15,0.14,10.14,1.1,-2.67,15.2,-8.17,-171.34,1
-0.99,0.12,0.17,0.96,0.31,0.26,6.02,2.35,-3.14,-52.56,25.9,-154.03,1
-1,0.14,0.14,1.22,0.83,0.41,-2.79,-1.21,-2.85,-24.5,22.41,-62.24,1
-1.02,0.1,0.14,1.21,0.85,0.44,-4.18,-4.91,1.01,-0.56,2.82,-6.55,1
-1.01,0.11,0.13,1.13,0.64,0.32,-3.08,-5.79,-2.15,39.09,-16.37,53.18,1
-0.98,0.14,0.19,0.98,0.47,0.32,-10.04,-6.28,-5.27,49.68,-18.11,92.69,1
-0.98,0.06,0.21,0.83,0.19,0.33,-12.09,-2.9,-3.97,40.63,-6.65,132.73,1
-0.98,0.06,0.24,0.76,0.19,0.18,-8.5,-4.84,-1.77,62.31,15.77,159.01,1
-0.95,0.08,0.19,0.58,-0.13,0.38,-2.67,-6.08,-2.42,49.11,50.44,171.02,1
-1,0.08,0.24,0.39,-0.55,0.53,-2.18,-3.6,-1.39,0.02,78.54,158.57,1
-0.98,0.04,0.25,0.34,-0.98,0.72,-0.34,5.28,2.6,-33.99,50.02,69.77,1
-0.98,0.03,0.2,0.29,-1.11,0.78,0.75,6.15,2.02,-55.5,28.22,11.19,1
-1,0.06,0.24,0.39,-1.03,0.8,2.75,7.14,-0.27,-57.34,-1.36,-60.98,1
-1,0.06,0.23,0.54,-0.78,0.63,3.99,2.97,-1.16,37.98,-26.15,-90.49,1
-0.95,0.04,0.19,0.6,-0.21,0.37,4.12,0.78,-3.31,55.34,-49.64,-128.37,1
-0.96,0.05,0.15,0.59,-0.19,0.42,7.14,3.34,-1.48,54.18,-58.63,-133.89,1
-0.98,0.12,0.2,0.85,-0.04,0.27,10.12,8.72,0.13,-4.12,-56.71,-147.78,1
-1.01,0.13,0.2,0.98,0.15,0.29,3.22,0.44,0.74,-10.8,-51.66,-141.01,1
-1.03,0.1,0.17,1.14,0.67,0.14,-3.01,-3.16,-1.92,-56.82,-2.2,-97.42,1
-1,0.07,0.13,1.16,0.71,0.11,-8.31,-4.37,-3.35,-78.6,7.04,-68.85,1
-0.98,0.09,0.13,1,0.7,0.22,-7.21,-3.23,-2.6,-13.89,6.69,3.08,1
-0.98,0.07,0.19,0.98,0.66,0.23,-4.3,-2.51,-0.53,30.85,14,76.63,1
-0.99,0.08,0.19,0.87,0.36,0.23,-5.55,-2.47,2.11,9.92,35.48,132.67,1
-0.99,0.06,0.21,0.77,0.07,0.38,-5.88,-4.32,2.08,8.37,46.1,153.1,1
-0.98,0.07,0.21,0.73,0.08,0.32,-6.09,-0.27,0.02,14.07,56.66,170.41,1
-0.98,0.07,0.16,0.56,-0.13,0.44,-6.75,-2.32,-1.07,-31.3,67.31,172.69,1
-0.95,0.02,0.17,0.34,-0.92,0.57,-15.17,-1.24,4.06,-62.23,46.92,133.52,1
-0.95,-0.02,0.2,0.33,-1.03,0.6,-7.95,11.03,0.27,-50.92,34.96,98.25,1
-1,0.02,0.2,0.25,-1.28,0.69,-3.4,10.28,-0.56,-32.7,7.5,11.93,1
-1.03,0.07,0.25,0.36,-1.02,0.6,-2.51,2.69,2.33,-2.35,-10.74,-56.84,1
-0.97,0.05,0.2,0.43,-0.68,0.54,1.73,-2.67,5.27,64.5,-43.78,-122.35,1
-0.98,0.05,0.21,0.47,-0.45,0.42,4.89,-1.79,3.21,92.08,-49.74,-130.38,1
-0.98,0.09,0.18,0.53,-0.21,0.4,9.43,-0.85,4.85,113.53,-61.14,-135.91,1
-0.98,0.1,0.19,0.6,-0.04,0.39,16.81,-0.07,6.32,117.69,-68.53,-123.45,1
-1,0.11,0.18,0.93,0.37,0.13,-5.95,6.76,3.08,9.28,-63.81,-122.22,1
-0.99,0.09,0.14,1.14,0.5,0.08,-12.71,3.27,2.66,-57.45,-43.24,-119.03,1
-1.02,0.1,0.16,1.27,0.67,0.14,-15.79,6.79,-2.1,-59.46,-8.11,-74.15,1
-1.02,0.11,0.18,1.26,0.71,0.2,-8.55,-0.18,0.69,-43.85,11.67,-9.82,1
-0.99,0.08,0.16,0.97,0.56,0.34,-10.24,-3.54,1.34,-15.63,29.31,111.31,1
-1,0.1,0.19,0.83,0.42,0.37,-10.24,-4.5,0.26,-14.18,34.19,144.37,1
-0.99,0.05,0.19,0.62,0.25,0.33,-5.53,-6.43,0.89,-14.11,48.49,184.5,1
-0.96,0.06,0.15,0.43,-0.11,0.39,-3.6,-6.13,-0.38,-13.24,56.03,198.04,1
-0.95,0.05,0.15,0.34,-0.59,0.53,3.04,1.48,4.02,-37.98,50.47,178.63,1
-0.97,0.08,0.22,0.18,-1.18,0.88,5.44,4.77,0.32,-42.95,22.76,121.3,1
-1.01,0.11,0.22,0.36,-1.25,0.7,-5.21,9.65,-1.67,-41.76,-16.98,40.09,1
-1.03,0.09,0.24,0.41,-1.2,0.67,-2.91,2.5,-0.84,13.02,-37.74,-31.85,1
-1,0.08,0.17,0.48,-0.73,0.36,4.7,-4.76,-0.95,-7,-39.59,-113.74,1
-0.97,0.12,0.16,0.49,-0.56,0.3,4.07,-2.83,-0.49,-0.88,-32.42,-134.14,1
-0.96,0.11,0.18,0.52,-0.43,0.17,0.83,-2.65,0.71,27.41,-14.24,-149.62,1
-0.95,0.05,0.14,0.5,-0.22,0.22,6.5,-4.34,0.25,69.25,3.04,-156.39,1
-0.98,0.09,0.2,0.84,0.22,0.51,8.37,-0.13,-2.44,-25.18,14.98,-175.98,1
-1.02,0.07,0.16,1.08,0.56,0.69,7.89,0.73,-0.61,-54.98,7.36,-147.42,1
-1.08,0.18,0.2,1.27,0.79,0.73,-5.03,7.8,-9.85,9.05,-30.24,-58.95,1
-1.06,0.18,0.23,1.08,0.91,0.5,-10.73,-20.03,1.24,-4.8,-65.15,8.76,1
-0.93,0.01,0.2,0.85,0.42,0.09,5.71,-13.54,-2.65,38.18,-43.53,112.28,1
-0.94,0.09,0.2,0.81,0.29,0.02,3.56,-8.37,-4.82,24.52,-11.27,136.44,1
-0.95,0.09,0.24,0.69,0.08,0.09,-0.21,-3.64,-1.34,13.9,39.39,172.44,1
-0.98,0.03,0.24,0.51,-0.11,0.19,-1.32,-1.64,0.75,25.27,83.56,198.9,1
-0.94,0.04,0.19,0.26,-0.69,0.46,2.89,2.04,-0.99,-10.75,111.31,174.88,1
-0.93,0.09,0.22,0.2,-1.09,0.76,5.54,5.53,-4.54,-46.21,97.47,117.98,1
-0.99,0.07,0.25,0.28,-1.47,0.91,4.46,14.37,-7.18,-50.19,36.56,8.97,1
-1.06,0.1,0.28,0.39,-1.27,0.87,3.45,4.11,-0.94,-12.35,-8.09,-82.79,1
-0.97,0.06,0.19,0.42,-0.57,0.61,3.21,-9.68,0.6,25.33,-38.85,-140.29,1
-0.91,0.03,0.16,0.42,-0.44,0.48,4.08,-3.3,-0.62,10.89,-45.54,-158.21,1
-0.94,0.03,0.21,0.39,-0.31,0.43,6.59,7.64,-2.6,29.7,-47,-160.89,1
-0.98,0.03,0.26,0.52,-0.08,0.27,6.44,13.36,-2.76,33.31,-34.56,-154.29,1
-0.98,0.09,0.2,0.87,0.28,0.29,4.7,0.42,1.14,-13.14,4.66,-131.05,1
