-1.04,0.08,0.07,-0.94,0.23,-0.23,-8.54,-6.93,6,9.14,-5.6,-15.7,0
-0.98,0.06,0.05,-0.92,0.26,-0.24,-7.3,-6.32,7.92,9.35,-4.85,-18.47,0
-0.97,0.05,0.05,-0.92,0.3,-0.23,-3.44,-3.75,6.77,-0.77,-5.98,-14.19,0
-0.99,0.1,0.12,-0.93,0.28,-0.25,-1.95,-8.66,5.9,-5.15,-5.91,-2.71,0
-0.94,0.12,0.08,-0.9,0.22,-0.25,-4.22,-2.93,6.27,-41.79,7.5,-10.39,0
-0.97,0.13,0.11,-0.93,0.15,-0.23,-5.32,-0.24,6.73,-38.45,8.1,-13.14,0
-0.95,0.16,0.11,-0.95,0.17,-0.22,-8.47,-1.4,7.19,-6.25,4.02,-3.85,0
-0.94,0.18,0.1,-0.9,0.24,-0.22,-8.02,6.76,8.15,10.66,3.05,4.71,0
-0.94,0.15,0.1,-0.87,0.26,-0.23,0.69,5.86,11.47,14.6,1.89,2.38,0
-0.98,0.13,0.08,-0.93,0.3,-0.27,-1.67,7.99,7.43,22.02,2.86,0.23,0
-1.06,0.19,0.12,-1,0.33,-0.28,-12.66,16,4.81,27.12,3.95,-0.72,0
-1.12,0.17,0.15,-1.06,0.29,-0.26,-11.59,2.21,3.6,23.28,5.06,4.44,0
-1.03,0.16,0.09,-1.03,0.26,-0.21,-9.24,0.18,0.76,-16.05,3.78,-3.2,0
-0.99,0.15,0.09,-0.98,0.26,-0.21,-11.26,1.68,0.89,-31.18,3.72,-4.34,0
-0.96,0.16,0.08,-0.92,0.25,-0.22,-11.22,1.32,0.26,-37.69,2.49,-1.06,0
-0.93,0.19,0.07,-0.87,0.25,-0.25,-10.23,5.58,1.51,-24.89,0.18,1.87,0
-1.01,0.16,0.05,-0.93,0.28,-0.29,-8.95,10.29,3.03,-4.99,0.81,-2.76,0
-1.01,0.17,0.07,-0.94,0.28,-0.29,-8.8,10.72,3.04,-0.4,-0.55,-3.1,0
-1.01,0.17,0.06,-0.93,0.29,-0.3,-8.4,7.34,3.79,4.34,2.28,7.64,0
